RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Year,Value,Population
351,Afghanistan,F,Education,Higher,... for at least one specific reason,2015,2.7891771548087445,33753500
71,Afghanistan,F,Education,Higher,... if she argues with him,2015,1.2327582314972885,33753500
71,Afghanistan,F,Education,No education,... if she argues with him,2015,2.7293148885275347,33753500
71,Afghanistan,F,Education,Primary,... if she argues with him,2015,2.509819912163098,33753500
71,Afghanistan,F,Education,Secondary,... if she argues with him,2015,2.410049468361082,33753500
141,Afghanistan,F,Education,Higher,... if she goes out without telling him,2015,1.4589045707818589,33753500
141,Afghanistan,F,Education,Primary,... if she goes out without telling him,2015,2.988718042412777,33753500
141,Afghanistan,F,Education,Secondary,... if she goes out without telling him,2015,2.596287630124846,33753500
211,Afghanistan,F,Education,Higher,... if she neglects the children,2015,0.9467496259315077,33753500
211,Afghanistan,F,Education,No education,... if she neglects the children,2015,1.977710878552344,33753500
211,Afghanistan,F,Education,Primary,... if she neglects the children,2015,2.0907840481946294,33753500
211,Afghanistan,F,Education,Secondary,... if she neglects the children,2015,1.6783995471462947,33753500
281,Afghanistan,F,Education,Higher,... if she refuses to have sex with him,2015,-0.5564583940188728,33753500
281,Afghanistan,F,Education,No education,... if she refuses to have sex with him,2015,0.9999605292925834,33753500
281,Afghanistan,F,Education,Primary,... if she refuses to have sex with him,2015,1.1130336989348684,33753500
281,Afghanistan,F,Education,Secondary,... if she refuses to have sex with him,2015,0.49445694736236684,33753500
71,Afghanistan,F,Employment,Employed for cash,... if she argues with him,2015,2.569682178444308,33753500
71,Afghanistan,F,Employment,Employed for kind,... if she argues with him,2015,2.2836735728785276,33753500
71,Afghanistan,F,Employment,Unemployed,... if she argues with him,2015,2.7027094368469964,33753500
141,Afghanistan,F,Employment,Employed for cash,... if she goes out without telling him,2015,3.161653478336272,33753500
141,Afghanistan,F,Employment,Unemployed,... if she goes out without telling him,2015,3.1816075670966755,33753500
211,Afghanistan,F,Employment,Employed for cash,... if she neglects the children,2015,1.9244999751912688,33753500
211,Afghanistan,F,Employment,Employed for kind,... if she neglects the children,2015,2.0043163302328817,33753500
211,Afghanistan,F,Employment,Unemployed,... if she neglects the children,2015,1.9577567897919408,33753500
281,Afghanistan,F,Employment,Employed for cash,... if she refuses to have sex with him,2015,0.886887359650298,33753500
281,Afghanistan,F,Employment,Employed for kind,... if she refuses to have sex with him,2015,0.8137223675288191,33753500
281,Afghanistan,F,Employment,Unemployed,... if she refuses to have sex with him,2015,0.9667037146919113,33753500
351,Afghanistan,F,Marital status,Never married,... for at least one specific reason,2015,0.03967246026562371,33753500
351,Afghanistan,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,3.2215157446174816,33753500
71,Afghanistan,F,Marital status,Married or living together,... if she argues with him,2015,2.6827553480865935,33753500
71,Afghanistan,F,Marital status,Never married,... if she argues with him,2015,0.03967246026562371,33753500
71,Afghanistan,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,2.150646314475839,33753500
141,Afghanistan,F,Marital status,Married or living together,... if she goes out without telling him,2015,3.1882589300168096,33753500
141,Afghanistan,F,Marital status,Never married,... if she goes out without telling him,2015,0.03967246026562371,33753500
141,Afghanistan,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,2.616241718885249,33753500
211,Afghanistan,F,Marital status,Married or living together,... if she neglects the children,2015,1.9577567897919408,33753500
211,Afghanistan,F,Marital status,Never married,... if she neglects the children,2015,0.03967246026562371,33753500
211,Afghanistan,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,1.5919318291845475,33753500
281,Afghanistan,F,Marital status,Married or living together,... if she refuses to have sex with him,2015,0.9534009888516423,33753500
281,Afghanistan,F,Marital status,Never married,... if she refuses to have sex with him,2015,0.03967246026562371,33753500
281,Afghanistan,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,0.6607410203657275,33753500
71,Afghanistan,F,Residence,Rural,... if she argues with him,2015,2.755920340208072,33753500
71,Afghanistan,F,Residence,Urban,... if she argues with him,2015,2.363489927920141,33753500
141,Afghanistan,F,Residence,Urban,... if she goes out without telling him,2015,2.6428471705657866,33753500
211,Afghanistan,F,Residence,Rural,... if she neglects the children,2015,1.977710878552344,33753500
211,Afghanistan,F,Residence,Urban,... if she neglects the children,2015,1.8313808943093868,33753500
281,Afghanistan,F,Residence,Rural,... if she refuses to have sex with him,2015,1.0664741584939277,33753500
281,Afghanistan,F,Residence,Urban,... if she refuses to have sex with him,2015,0.547667850723442,33753500
71,Afghanistan,M,Age,15-24,... if she argues with him,2015,1.6783995471462947,33753500
71,Afghanistan,M,Age,25-34,... if she argues with him,2015,1.6917022729865638,33753500
71,Afghanistan,M,Age,35-49,... if she argues with him,2015,1.8247295313892522,33753500
141,Afghanistan,M,Age,15-24,... if she goes out without telling him,2015,2.9355071390517016,33753500
141,Afghanistan,M,Age,25-34,... if she goes out without telling him,2015,2.742617614367803,33753500
141,Afghanistan,M,Age,35-49,... if she goes out without telling him,2015,2.78252579188861,33753500
211,Afghanistan,M,Age,15-24,... if she neglects the children,2015,0.37473241479994707,33753500
211,Afghanistan,M,Age,25-34,... if she neglects the children,2015,0.5210623990429044,33753500
211,Afghanistan,M,Age,35-49,... if she neglects the children,2015,0.43459468108115684,33753500
281,Afghanistan,M,Age,15-24,... if she refuses to have sex with him,2015,0.14193471259524212,33753500
281,Afghanistan,M,Age,25-34,... if she refuses to have sex with him,2015,-0.0443034491685219,33753500
281,Afghanistan,M,Age,35-49,... if she refuses to have sex with him,2015,0.06211835755362904,33753500
351,Afghanistan,M,Education,Higher,... for at least one specific reason,2015,2.4167008312812164,33753500
71,Afghanistan,M,Education,Higher,... if she argues with him,2015,0.8137223675288191,33753500
71,Afghanistan,M,Education,No education,... if she argues with him,2015,2.064178596514092,33753500
71,Afghanistan,M,Education,Primary,... if she argues with him,2015,1.4522532078617243,33753500
71,Afghanistan,M,Education,Secondary,... if she argues with him,2015,1.5719777404241437,33753500
141,Afghanistan,M,Education,Higher,... if she goes out without telling him,2015,1.6251886437852194,33753500
141,Afghanistan,M,Education,No education,... if she goes out without telling him,2015,3.115093937895331,33753500
141,Afghanistan,M,Education,Primary,... if she goes out without telling him,2015,2.443306282961754,33753500
141,Afghanistan,M,Education,Secondary,... if she goes out without telling him,2015,2.6827553480865935,33753500
211,Afghanistan,M,Education,Higher,... if she neglects the children,2015,0.11532926091470426,33753500
211,Afghanistan,M,Education,No education,... if she neglects the children,2015,0.7006491978865339,33753500
211,Afghanistan,M,Education,Primary,... if she neglects the children,2015,0.2084483417965864,33753500
211,Afghanistan,M,Education,Secondary,... if she neglects the children,2015,0.25500788223752735,33753500
281,Afghanistan,M,Education,Higher,... if she refuses to have sex with him,2015,-0.48329340189739406,33753500
281,Afghanistan,M,Education,No education,... if she refuses to have sex with him,2015,0.26831060807779616,33753500
281,Afghanistan,M,Education,Primary,... if she refuses to have sex with him,2015,-0.1174684412900007,33753500
281,Afghanistan,M,Education,Secondary,... if she refuses to have sex with him,2015,-0.217238885092017,33753500
351,Afghanistan,M,Employment,Unemployed,... for at least one specific reason,2015,3.2082130187772133,33753500
71,Afghanistan,M,Employment,Employed for cash,... if she argues with him,2015,1.7515645392677734,33753500
71,Afghanistan,M,Employment,Employed for kind,... if she argues with him,2015,1.904545886430865,33753500
71,Afghanistan,M,Employment,Unemployed,... if she argues with him,2015,1.4589045707818589,33753500
141,Afghanistan,M,Employment,Employed for cash,... if she goes out without telling him,2015,2.7758744289684754,33753500
141,Afghanistan,M,Employment,Employed for kind,... if she goes out without telling him,2015,3.0951398491349282,33753500
141,Afghanistan,M,Employment,Unemployed,... if she goes out without telling him,2015,2.3701412908402752,33753500
211,Afghanistan,M,Employment,Employed for cash,... if she neglects the children,2015,0.42794331816102255,33753500
211,Afghanistan,M,Employment,Employed for kind,... if she neglects the children,2015,0.760511464167744,33753500
211,Afghanistan,M,Employment,Unemployed,... if she neglects the children,2015,0.840327819209357,33753500
281,Afghanistan,M,Employment,Employed for cash,... if she refuses to have sex with him,2015,-0.01769799748798428,33753500
281,Afghanistan,M,Employment,Employed for kind,... if she refuses to have sex with him,2015,0.5742733024039799,33753500
281,Afghanistan,M,Employment,Unemployed,... if she refuses to have sex with him,2015,-0.1440738929705383,33753500
351,Afghanistan,M,Marital status,Never married,... for at least one specific reason,2015,0.03967246026562371,33753500
351,Afghanistan,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,1.9710595156322095,33753500
71,Afghanistan,M,Marital status,Married or living together,... if she argues with him,2015,1.7515645392677734,33753500
71,Afghanistan,M,Marital status,Never married,... if she argues with him,2015,0.03967246026562371,33753500
71,Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,1.059822795573793,33753500
141,Afghanistan,M,Marital status,Married or living together,... if she goes out without telling him,2015,2.8024798806490128,33753500
141,Afghanistan,M,Marital status,Never married,... if she goes out without telling him,2015,0.03967246026562371,33753500
141,Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,1.1529418764556751,33753500
211,Afghanistan,M,Marital status,Married or living together,... if she neglects the children,2015,0.4612001327616947,33753500
211,Afghanistan,M,Marital status,Never married,... if she neglects the children,2015,0.03967246026562371,33753500
211,Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,0.6740437462059963,33753500
281,Afghanistan,M,Marital status,Married or living together,... if she refuses to have sex with him,2015,0.03551290587309119,33753500
281,Afghanistan,M,Marital status,Never married,... if she refuses to have sex with him,2015,0.03967246026562371,33753500
281,Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,-0.9422374433866696,33753500
351,Afghanistan,M,Residence,Urban,... for at least one specific reason,2015,2.709360799767131,33753500
71,Afghanistan,M,Residence,Rural,... if she argues with him,2015,1.8513349830697898,33753500
71,Afghanistan,M,Residence,Urban,... if she argues with him,2015,1.4123450303409175,33753500
141,Afghanistan,M,Residence,Rural,... if she goes out without telling him,2015,3.088488486214793,33753500
141,Afghanistan,M,Residence,Urban,... if she goes out without telling him,2015,1.7848213538684456,33753500
211,Afghanistan,M,Residence,Rural,... if she neglects the children,2015,0.5942273911643833,33753500
211,Afghanistan,M,Residence,Urban,... if she neglects the children,2015,0.028861542952956898,33753500
281,Afghanistan,M,Residence,Rural,... if she refuses to have sex with him,2015,0.18184289011604854,33753500
281,Afghanistan,M,Residence,Urban,... if she refuses to have sex with him,2015,-0.4766420389772597,33753500
2,Albania,F,Education,Higher,... if she burns the food,2017,-1.2615028635531222,2879361
2,Albania,F,Residence,Urban,... if she burns the food,2017,-1.2482001377128533,2879361
2,Albania,F,Age,15-24,... if she burns the food,2017,-1.2348974118725844,2879361
2,Albania,F,Education,Secondary,... if she burns the food,2017,-1.2348974118725844,2879361
2,Albania,F,Employment,Employed for cash,... if she burns the food,2017,-1.2348974118725844,2879361
2,Albania,F,Marital status,Never married,... if she burns the food,2017,-1.2348974118725844,2879361
2,Albania,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2017,-1.2348974118725844,2879361
2,Albania,F,Age,25-34,... if she burns the food,2017,-1.2215946860323155,2879361
2,Albania,F,Employment,Unemployed,... if she burns the food,2017,-1.2215946860323155,2879361
2,Albania,F,Marital status,Married or living together,... if she burns the food,2017,-1.2149433231121811,2879361
2,Albania,F,Age,35-49,... if she burns the food,2017,-1.2082919601920468,2879361
2,Albania,F,Education,Primary,... if she burns the food,2017,-1.1883378714316433,2879361
2,Albania,F,Residence,Rural,... if she burns the food,2017,-1.1816865085115091,2879361
2,Albania,F,Employment,Employed for kind,... if she burns the food,2017,-1.1151728793101647,2879361
2,Albania,F,Education,No education,... if she burns the food,2017,-0.8890265400255941,2879361
2,Albania,M,Education,No education,... if she burns the food,2017,-1.274805589393391,2879361
2,Albania,M,Age,25-34,... if she burns the food,2017,-1.2615028635531222,2879361
2,Albania,M,Education,Secondary,... if she burns the food,2017,-1.2615028635531222,2879361
2,Albania,M,Employment,Employed for cash,... if she burns the food,2017,-1.2548515006329877,2879361
2,Albania,M,Age,35-49,... if she burns the food,2017,-1.2482001377128533,2879361
2,Albania,M,Marital status,Never married,... if she burns the food,2017,-1.2482001377128533,2879361
2,Albania,M,Employment,Employed for kind,... if she burns the food,2017,-1.2415487747927187,2879361
2,Albania,M,Residence,Rural,... if she burns the food,2017,-1.2415487747927187,2879361
2,Albania,M,Residence,Urban,... if she burns the food,2017,-1.2415487747927187,2879361
2,Albania,M,Marital status,Married or living together,... if she burns the food,2017,-1.2348974118725844,2879361
2,Albania,M,Education,Higher,... if she burns the food,2017,-1.2215946860323155,2879361
2,Albania,M,Education,Primary,... if she burns the food,2017,-1.2215946860323155,2879361
2,Albania,M,Employment,Unemployed,... if she burns the food,2017,-1.2215946860323155,2879361
2,Albania,M,Age,15-24,... if she burns the food,2017,-1.2149433231121811,2879361
2,Albania,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2017,-1.16838378267124,2879361
352,Albania,F,Age,15-24,... for at least one specific reason,2017,-0.962191532147073,2879361
352,Albania,F,Age,25-34,... for at least one specific reason,2017,-0.8158615479041155,2879361
352,Albania,F,Age,35-49,... for at least one specific reason,2017,-0.729393829942368,2879361
72,Albania,F,Age,15-24,... if she argues with him,2017,-1.2082919601920468,2879361
72,Albania,F,Age,25-34,... if she argues with him,2017,-1.1617324197511059,2879361
72,Albania,F,Age,35-49,... if she argues with him,2017,-1.1151728793101647,2879361
142,Albania,F,Age,15-24,... if she goes out without telling him,2017,-1.1417783309907024,2879361
142,Albania,F,Age,25-34,... if she goes out without telling him,2017,-1.0287051613484173,2879361
142,Albania,F,Age,35-49,... if she goes out without telling him,2017,-0.9555401692269384,2879361
212,Albania,F,Age,15-24,... if she neglects the children,2017,-1.042007887188686,2879361
212,Albania,F,Age,25-34,... if she neglects the children,2017,-0.9156319917061319,2879361
212,Albania,F,Age,35-49,... if she neglects the children,2017,-0.855769725424922,2879361
282,Albania,F,Age,15-24,... if she refuses to have sex with him,2017,-1.2348974118725844,2879361
282,Albania,F,Age,25-34,... if she refuses to have sex with him,2017,-1.2016405972719122,2879361
282,Albania,F,Age,35-49,... if she refuses to have sex with him,2017,-1.2082919601920468,2879361
352,Albania,F,Education,Higher,... for at least one specific reason,2017,-1.1816865085115091,2879361
352,Albania,F,Education,No education,... for at least one specific reason,2017,0.4745028586019635,2879361
352,Albania,F,Education,Primary,... for at least one specific reason,2017,-0.5365043052584696,2879361
352,Albania,F,Education,Secondary,... for at least one specific reason,2017,-0.9089806287859975,2879361
72,Albania,F,Education,Higher,... if she argues with him,2017,-1.2482001377128533,2879361
72,Albania,F,Education,No education,... if she argues with him,2017,-0.49659612773766304,2879361
72,Albania,F,Education,Primary,... if she argues with him,2017,-1.0619619759490893,2879361
72,Albania,F,Education,Secondary,... if she argues with him,2017,-1.2016405972719122,2879361
142,Albania,F,Education,Higher,... if she goes out without telling him,2017,-1.2548515006329877,2879361
142,Albania,F,Education,No education,... if she goes out without telling him,2017,-0.2837525142933613,2879361
142,Albania,F,Education,Primary,... if she goes out without telling him,2017,-0.8158615479041155,2879361
142,Albania,F,Education,Secondary,... if she goes out without telling him,2017,-1.1151728793101647,2879361
212,Albania,F,Education,Higher,... if she neglects the children,2017,-1.2016405972719122,2879361
212,Albania,F,Education,No education,... if she neglects the children,2017,0.1286319867549733,2879361
212,Albania,F,Education,Primary,... if she neglects the children,2017,-0.7027883782618303,2879361
212,Albania,F,Education,Secondary,... if she neglects the children,2017,-0.9954483467477451,2879361
282,Albania,F,Education,Higher,... if she refuses to have sex with him,2017,-1.2681542264732564,2879361
282,Albania,F,Education,No education,... if she refuses to have sex with him,2017,-0.855769725424922,2879361
282,Albania,F,Education,Primary,... if she refuses to have sex with him,2017,-1.1750351455913746,2879361
282,Albania,F,Education,Secondary,... if she refuses to have sex with him,2017,-1.2348974118725844,2879361
352,Albania,F,Employment,Employed for cash,... for at least one specific reason,2017,-1.0020997096678794,2879361
352,Albania,F,Employment,Employed for kind,... for at least one specific reason,2017,-0.1440738929705383,2879361
352,Albania,F,Employment,Unemployed,... for at least one specific reason,2017,-0.7693020074631746,2879361
72,Albania,F,Employment,Employed for cash,... if she argues with him,2017,-1.1949892343517778,2879361
72,Albania,F,Employment,Employed for kind,... if she argues with him,2017,-0.8158615479041155,2879361
72,Albania,F,Employment,Unemployed,... if she argues with him,2017,-1.1617324197511059,2879361
142,Albania,F,Employment,Employed for cash,... if she goes out without telling him,2017,-1.1550810568309713,2879361
142,Albania,F,Employment,Employed for kind,... if she goes out without telling him,2017,-0.6828342895014269,2879361
142,Albania,F,Employment,Unemployed,... if she goes out without telling him,2017,-0.9821456209074761,2879361
212,Albania,F,Employment,Employed for cash,... if she neglects the children,2017,-1.0619619759490893,2879361
212,Albania,F,Employment,Employed for kind,... if she neglects the children,2017,-0.37022023225510886,2879361
212,Albania,F,Employment,Unemployed,... if she neglects the children,2017,-0.8890265400255941,2879361
282,Albania,F,Employment,Employed for cash,... if she refuses to have sex with him,2017,-1.22824604895245,2879361
282,Albania,F,Employment,Employed for kind,... if she refuses to have sex with him,2017,-1.0752647017893582,2879361
282,Albania,F,Employment,Unemployed,... if she refuses to have sex with him,2017,-1.2215946860323155,2879361
352,Albania,F,Marital status,Married or living together,... for at least one specific reason,2017,-0.7493479187027712,2879361
352,Albania,F,Marital status,Never married,... for at least one specific reason,2017,-0.9887969838276105,2879361
352,Albania,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2017,-0.809210184983981,2879361
72,Albania,F,Marital status,Married or living together,... if she argues with him,2017,-1.1417783309907024,2879361
72,Albania,F,Marital status,Never married,... if she argues with him,2017,-1.2016405972719122,2879361
72,Albania,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2017,-1.0486592501088203,2879361
142,Albania,F,Marital status,Married or living together,... if she goes out without telling him,2017,-0.9688428950672073,2879361
142,Albania,F,Marital status,Never married,... if she goes out without telling him,2017,-1.1617324197511059,2879361
142,Albania,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2017,-1.121824242230299,2879361
212,Albania,F,Marital status,Married or living together,... if she neglects the children,2017,-0.869072451265191,2879361
212,Albania,F,Marital status,Never married,... if she neglects the children,2017,-1.0619619759490893,2879361
212,Albania,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2017,-0.9355860804665352,2879361
282,Albania,F,Marital status,Married or living together,... if she refuses to have sex with him,2017,-1.2082919601920468,2879361
282,Albania,F,Marital status,Never married,... if she refuses to have sex with him,2017,-1.2415487747927187,2879361
282,Albania,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2017,-1.2016405972719122,2879361
352,Albania,F,Residence,Rural,... for at least one specific reason,2017,-0.5897152086195449,2879361
352,Albania,F,Residence,Urban,... for at least one specific reason,2017,-0.9754942579873418,2879361
72,Albania,F,Residence,Rural,... if she argues with him,2017,-1.0686133388692236,2879361
72,Albania,F,Residence,Urban,... if she argues with him,2017,-1.2149433231121811,2879361
142,Albania,F,Residence,Rural,... if she goes out without telling him,2017,-0.8956779029457287,2879361
142,Albania,F,Residence,Urban,... if she goes out without telling him,2017,-1.121824242230299,2879361
212,Albania,F,Residence,Rural,... if she neglects the children,2017,-0.7626506445430401,2879361
212,Albania,F,Residence,Urban,... if she neglects the children,2017,-1.0353565242685516,2879361
282,Albania,F,Residence,Rural,... if she refuses to have sex with him,2017,-1.16838378267124,2879361
282,Albania,F,Residence,Urban,... if she refuses to have sex with him,2017,-1.2415487747927187,2879361
352,Albania,M,Age,15-24,... for at least one specific reason,2017,-0.5498070310987384,2879361
352,Albania,M,Age,25-34,... for at least one specific reason,2017,-0.5232015794182007,2879361
352,Albania,M,Age,35-49,... for at least one specific reason,2017,-0.48994476481752847,2879361
72,Albania,M,Age,15-24,... if she argues with him,2017,-0.9821456209074761,2879361
72,Albania,M,Age,25-34,... if she argues with him,2017,-1.042007887188686,2879361
72,Albania,M,Age,35-49,... if she argues with him,2017,-0.9954483467477451,2879361
142,Albania,M,Age,15-24,... if she goes out without telling him,2017,-0.9222833546262663,2879361
142,Albania,M,Age,25-34,... if she goes out without telling him,2017,-0.869072451265191,2879361
142,Albania,M,Age,35-49,... if she goes out without telling him,2017,-0.7559992816229056,2879361
212,Albania,M,Age,15-24,... if she neglects the children,2017,-0.8025588220638467,2879361
212,Albania,M,Age,25-34,... if she neglects the children,2017,-0.7027883782618303,2879361
212,Albania,M,Age,35-49,... if she neglects the children,2017,-0.7227424670222334,2879361
282,Albania,M,Age,15-24,... if she refuses to have sex with him,2017,-1.0752647017893582,2879361
282,Albania,M,Age,25-34,... if she refuses to have sex with him,2017,-1.1085215163900304,2879361
282,Albania,M,Age,35-49,... if she refuses to have sex with him,2017,-1.2016405972719122,2879361
352,Albania,M,Education,Higher,... for at least one specific reason,2017,-0.9156319917061319,2879361
352,Albania,M,Education,No education,... for at least one specific reason,2017,0.49445694736236684,2879361
352,Albania,M,Education,Primary,... for at least one specific reason,2017,-0.30370660305376457,2879361
352,Albania,M,Education,Secondary,... for at least one specific reason,2017,-0.5298529423383351,2879361
72,Albania,M,Education,Higher,... if she argues with him,2017,-1.1284756051504337,2879361
72,Albania,M,Education,No education,... if she argues with him,2017,-0.25714706261282355,2879361
72,Albania,M,Education,Primary,... if she argues with him,2017,-0.8823751771054598,2879361
72,Albania,M,Education,Secondary,... if she argues with him,2017,-1.0619619759490893,2879361
142,Albania,M,Education,Higher,... if she goes out without telling him,2017,-1.0952187905497615,2879361
142,Albania,M,Education,No education,... if she goes out without telling him,2017,0.4146405923207535,2879361
142,Albania,M,Education,Primary,... if she goes out without telling him,2017,-0.6761829265812925,2879361
142,Albania,M,Education,Secondary,... if she goes out without telling him,2017,-0.8823751771054598,2879361
212,Albania,M,Education,Higher,... if she neglects the children,2017,-1.0220537984282827,2879361
212,Albania,M,Education,No education,... if she neglects the children,2017,0.2084483417965864,2879361
212,Albania,M,Education,Primary,... if she neglects the children,2017,-0.636274749060486,2879361
212,Albania,M,Education,Secondary,... if she neglects the children,2017,-0.7160911041020991,2879361
282,Albania,M,Education,Higher,... if she refuses to have sex with him,2017,-1.22824604895245,2879361
282,Albania,M,Education,No education,... if she refuses to have sex with him,2017,-0.35691750641483994,2879361
282,Albania,M,Education,Primary,... if she refuses to have sex with him,2017,-1.0686133388692236,2879361
282,Albania,M,Education,Secondary,... if she refuses to have sex with him,2017,-1.1617324197511059,2879361
352,Albania,M,Employment,Employed for cash,... for at least one specific reason,2017,-0.5564583940188728,2879361
352,Albania,M,Employment,Employed for kind,... for at least one specific reason,2017,-0.636274749060486,2879361
352,Albania,M,Employment,Unemployed,... for at least one specific reason,2017,-0.45003658729672197,2879361
72,Albania,M,Employment,Employed for cash,... if she argues with him,2017,-1.0486592501088203,2879361
72,Albania,M,Employment,Employed for kind,... if she argues with him,2017,-1.0353565242685516,2879361
72,Albania,M,Employment,Unemployed,... if she argues with him,2017,-0.9422374433866696,2879361
142,Albania,M,Employment,Employed for cash,... if she goes out without telling him,2017,-0.7959074591437123,2879361
142,Albania,M,Employment,Employed for kind,... if she goes out without telling him,2017,-0.8624210883450565,2879361
142,Albania,M,Employment,Unemployed,... if she goes out without telling him,2017,-0.902329265865863,2879361
212,Albania,M,Employment,Employed for cash,... if she neglects the children,2017,-0.7759533703833089,2879361
212,Albania,M,Employment,Employed for kind,... if she neglects the children,2017,-0.9089806287859975,2879361
212,Albania,M,Employment,Unemployed,... if she neglects the children,2017,-0.6695315636611581,2879361
282,Albania,M,Employment,Employed for cash,... if she refuses to have sex with him,2017,-1.1883378714316433,2879361
282,Albania,M,Employment,Employed for kind,... if she refuses to have sex with him,2017,-1.2149433231121811,2879361
282,Albania,M,Employment,Unemployed,... if she refuses to have sex with him,2017,-1.042007887188686,2879361
352,Albania,M,Marital status,Married or living together,... for at least one specific reason,2017,-0.49659612773766304,2879361
352,Albania,M,Marital status,Never married,... for at least one specific reason,2017,-0.5697611198591417,2879361
